ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,LoanSource
Samre-3_bark-1,,Samre,3_bark,sabɔk.B,sabɔk.B,,,Peiros2004a,,true,KMR
PhongV-3_bark-1,,PhongV,3_bark,pɔŋ.44,pɔŋ.44,,,Peiros2004a,,false,
Tuum-3_bark-1,,Tuum,3_bark,paoŋ.33,paoŋ.33,,,Peiros2004a,,false,
Liha-3_bark-1,,Liha,3_bark,pɔoŋ.43,pɔoŋ.43,,,Peiros2004a,,false,
Cuoi-3_bark-1,,Cuoi,3_bark,p.343ʔ,p.343ʔ,,,Peiros2004a,,false,
Vietnamese-3_bark-1,,Vietnamese,3_bark,voʔ,voʔ,,,Peiros2004a,,false,
MuongKoi-3_bark-1,,MuongKoi,3_bark,da.2,da.2,,,Peiros2004a,,false,
ThoMon-3_bark-1,,ThoMon,3_bark,ta.43,ta.43,,,Peiros2004a,,false,
Ruc-3_bark-1,,Ruc,3_bark,kəduh,kəduh,,,Peiros2004a,,false,
Arem-3_bark-1,,Arem,3_bark,adAh,adAh,,,Peiros2004a,,false,
KhaPhong-3_bark-1,,KhaPhong,3_bark,kabɔk.33,kabɔk.33,,,Peiros2004a,,false,
Malieng-3_bark-1,,Malieng,3_bark,kəpɔk.33,kəpɔk.33,,,Peiros2004a,,false,
Thavung-3_bark-1,,Thavung,3_bark,khaʔ bɔh,khaʔ bɔh,,,Peiros2004a,,false,
Mang-3_bark-1,,Mang,3_bark,dɔ.31 hɔ.35,dɔ.31 hɔ.35,,,Peiros2004a,,false,
Paliu-3_bark-1,,Paliu,3_bark,mbuŋ.55,mbuŋ.55,,,Peiros2004a,,false,
Bugan-3_bark-1,,Bugan,3_bark,buŋ.55,buŋ.55,,,Peiros2004a,,false,
Khmu-3_bark-1,,Khmu,3_bark,səŋkhraʔ,səŋkhraʔ,,,Peiros2004a,,false,
KxinhMul-3_bark-1,,KxinhMul,3_bark,dɔh.45,dɔh.45,,,Peiros2004a,,false,
Ksinmul-3_bark-1,,Ksinmul,3_bark,bɨŋ,bɨŋ,,,Peiros2004a,,false,
Khang-3_bark-1,,Khang,3_bark,kap.45,kap.45,,,Peiros2004a,,false,
Bit-3_bark-1,,Bit,3_bark,kɨnrɔʔ,kɨnrɔʔ,,,Peiros2004a,,false,
Mlabri-3_bark-1,,Mlabri,3_bark,gu gu (lam),gu gu,,,Peiros2004a,,false,
Pray-3_bark-1,,Pray,3_bark,ŋkhaʔ lam,ŋkhaʔ lam,,,Peiros2004a,,false,
Phong-3_bark-1,,Phong,3_bark,kpɔr sʔuŋ,kpɔr sʔuŋ,,,Peiros2004a,,false,
Iduh-3_bark-1,,Iduh,3_bark,hampɛ̂r,hampɛ̂r,,,Peiros2004a,,false,
Khamet-3_bark-1,,Khamet,3_bark,pak.13,pak.13,,,Peiros2004a,,true,TAI
Khme-3_bark-1,,Khme,3_bark,ʔa.31 ku.33,ʔa.31 ku.33,,,Peiros2004a,,false,
Shuangdiang-3_bark-1,,Shuangdiang,3_bark,gu.51 si.31,gu.51 si.31,,,Peiros2004a,,false,
Yongde-3_bark-1,,Yongde,3_bark,ʔɔp.33 si.55,ʔɔp.33 si.55,,,Peiros2004a,,false,
Pangpin-3_bark-1,,Pangpin,3_bark,gu.55,gu.55,,,Peiros2004a,,false,
Gantang-3_bark-1,,Gantang,3_bark,ʔəp.33,ʔəp.33,,,Peiros2004a,,false,
Mangan-3_bark-1,,Mangan,3_bark,si.55 khruak.51,si.55 khruak.51,,,Peiros2004a,,false,
Plang-3_bark-1,,Plang,3_bark,gu.51 si.31,gu.51 si.31,,,Peiros2004a,,false,
Wa-3_bark-1,,Wa,3_bark,hloʔ,hloʔ,,,Peiros2004a,,false,
Mane-3_bark-1,,Mane,3_bark,hluʔ.B.2,hluʔ.B.2,,,Peiros2004a,,false,
Deang-3_bark-1,,Deang,3_bark,gɔʔ,gɔʔ,,,Peiros2004a,,false,
Rumai-3_bark-1,,Rumai,3_bark,gâk.55 hâi.41,gâk.55 hâi.41,,,Peiros2004a,,false,
Khasi-3_bark-1,,Khasi,3_bark,snep,snep,,,Peiros2004a,,false,
Kharia-3_bark-1,,Kharia,3_bark,kalob,kalob,,,Peiros2004a,,false,
Juang-3_bark-1,,Juang,3_bark,kalob,kalob,,,Peiros2004a,,false,
Bonda-3_bark-1,,Bonda,3_bark,'usa,'usa,,,Peiros2004a,,false,
Sora-3_bark-1,,Sora,3_bark,kúrraŋ,kúrraŋ,,,Peiros2004a,,false,
Parengi-3_bark-1,,Parengi,3_bark,usal,usal,,,Peiros2004a,,false,
Santali-3_bark-1,,Santali,3_bark,harta,harta,,,Peiros2004a,,false,
Mundari-3_bark-1,,Mundari,3_bark,harta,harta,,,Peiros2004a,,false,
Korku-3_bark-1,,Korku,3_bark,isli,isli,,,Peiros2004a,,false,
Nancawri-3_bark-1,,Nancawri,3_bark,ʔók-[ʔuɲiha],ʔók-[ʔuɲiha],,,Peiros2004a,,false,
Kharia-3_bark-2,,Kharia,3_bark,kalob,kalob,,,Peiros2004a,,false,
Juang-3_bark-2,,Juang,3_bark,kalob,kalob,,,Peiros2004a,,false,
Santali-3_bark-2,,Santali,3_bark,harta,harta,,,Peiros2004a,,false,
Mundari-3_bark-2,,Mundari,3_bark,harta,harta,,,Peiros2004a,,false,
Chrau-4_belly-1,,Chrau,4_belly,kandɨl,kandɨl,,,Peiros2004a,,false,
MDip-4_belly-1,,MDip,4_belly,ndul,ndul,,,Peiros2004a,,false,
Ma1-4_belly-1,,Ma1,4_belly,klúŋ,klúŋ,,,Peiros2004a,,true,KATU
Ma2-4_belly-1,,Ma2,4_belly,del,del,,,Peiros2004a,,false,
KorCua-4_belly-1,,KorCua,4_belly,klak,klak,,,Peiros2004a,,false,
Kadong-4_belly-1,,Kadong,4_belly,klak,klak,,,Peiros2004a,,false,
Hadang-4_belly-1,,Hadang,4_belly,klak,klak,,,Peiros2004a,,false,
Hre-4_belly-1,,Hre,4_belly,glɛk,glɛk,,,Peiros2004a,,false,
Didra-4_belly-1,,Didra,4_belly,pədɔk,pədɔk,,,Peiros2004a,,false,
Sedang-4_belly-1,,Sedang,4_belly,klea.T,klea.T,,,Peiros2004a,,false,
Panong-4_belly-1,,Panong,4_belly,klaʔ,klaʔ,,,Peiros2004a,,false,
Jeh-4_belly-1,,Jeh,4_belly,pədok.L,pədok.L,,,Peiros2004a,,false,
Veh-4_belly-1,,Veh,4_belly,klak,klak,,,Peiros2004a,,false,
Je-4_belly-1,,Je,4_belly,klak.35,klak.35,,,Peiros2004a,,false,
Arak-4_belly-1,,Arak,4_belly,dul,dul,,,Peiros2004a,,false,
Bahnar-4_belly-1,,Bahnar,4_belly,klak,klak,,,Peiros2004a,,false,
Tempuan-4_belly-1,,Tempuan,4_belly,waic,waic,,,Peiros2004a,,false,
Nhaheun-4_belly-1,,Nhaheun,4_belly,[CHECK],[CHECK],,,Peiros2004a,,false,
Jru-4_belly-1,,Jru,4_belly,klak,klak,,,Peiros2004a,,false,
Tariang-4_belly-1,,Tariang,4_belly,klak,klak,,,Peiros2004a,,false,
Kantu-4_belly-1,,Kantu,4_belly,pəluŋ,pəluŋ,,,Peiros2004a,,false,
Katu-4_belly-1,,Katu,4_belly,luoɲ,luoɲ,,,Peiros2004a,,false,
Dakkang-4_belly-1,,Dakkang,4_belly,luɲ,luɲ,,,Peiros2004a,,false,
Pakoh-4_belly-1,,Pakoh,4_belly,pəlluŋ,pəlluŋ,,,Peiros2004a,,false,
Taoih-4_belly-1,,Taoih,4_belly,palluŋ,palluŋ,,,Peiros2004a,,false,
Ong-4_belly-1,,Ong,4_belly,nnih,nnih,,,Peiros2004a,,false,
Taoi-4_belly-1,,Taoi,4_belly,dəl.A,dəl.A,,,Peiros2004a,,false,
Nge-4_belly-1,,Nge,4_belly,roc,roc,,,Peiros2004a,,false,
Kui-4_belly-1,,Kui,4_belly,phuŋ.B,phuŋ.B,,,Peiros2004a,,false,
Neu-4_belly-1,,Neu,4_belly,kəphon,kəphon,,,Peiros2004a,,false,
BruVK-4_belly-1,,BruVK,4_belly,puŋ.T,puŋ.T,,,Peiros2004a,,false,
Mak-4_belly-1,,Mak,4_belly,ʔpuŋ,ʔpuŋ,,,Peiros2004a,,false,
So-4_belly-1,,So,4_belly,puŋ,puŋ,,,Peiros2004a,,false,
Tri-4_belly-1,,Tri,4_belly,puŋ,puŋ,,,Peiros2004a,,false,
Nyakur-4_belly-1,,Nyakur,4_belly,phuŋ.2,phuŋ.2,,,Peiros2004a,,false,
Mon-4_belly-1,,Mon,4_belly,buŋ,buŋ,,,Peiros2004a,,false,
Semelai-4_belly-1,,Semelai,4_belly,ləpəc,ləpəc,,,Peiros2004a,,false,
SemoqBeri-4_belly-1,,SemoqBeri,4_belly,ləput,ləput,,,Peiros2004a,,false,
Kensiw-4_belly-1,,Kensiw,4_belly,ʔeʒ,ʔeʒ,,,Peiros2004a,,false,
Jahai-4_belly-1,,Jahai,4_belly,ʔɛc,ʔɛc,,,Peiros2004a,,false,
JahHut-4_belly-1,,JahHut,4_belly,kɨt,kɨt,,,Peiros2004a,,false,
Semai-4_belly-1,,Semai,4_belly,kət,kət,,,Peiros2004a,,false,
Temiar-4_belly-1,,Temiar,4_belly,ʔeʒ,ʔeʒ,,,Peiros2004a,,false,
Khmer-4_belly-1,,Khmer,4_belly,baoh,baoh,,,Peiros2004a,,false,
KSurin-4_belly-1,,KSurin,4_belly,puəh,puəh,,,Peiros2004a,,false,
Chong-4_belly-1,,Chong,4_belly,phuŋ.C,phuŋ.C,,,Peiros2004a,,true,TAI
Kasong-4_belly-1,,Kasong,4_belly,puŋ.A ,puŋ.A,,,Peiros2004a,,false,
Samre-4_belly-1,,Samre,4_belly,kapuŋ.C ,kapuŋ.C,,,Peiros2004a,,false,
PhongV-4_belly-1,,PhongV,4_belly,kluŋ.21,kluŋ.21,,,Peiros2004a,,false,
Tuum-4_belly-1,,Tuum,4_belly,kloŋ.21,kloŋ.21,,,Peiros2004a,,false,
Liha-4_belly-1,,Liha,4_belly,pouŋ.31,pouŋ.31,,,Peiros2004a,,false,
Cuoi-4_belly-1,,Cuoi,4_belly,dul.34,dul.34,,,Peiros2004a,,false,
Vietnamese-4_belly-1,,Vietnamese,4_belly,bu.ng,bu.ng,,,Peiros2004a,,false,
MuongKoi-4_belly-1,,MuongKoi,4_belly,tloŋ.5,tloŋ.5,,,Peiros2004a,,false,
ThoMon-4_belly-1,,ThoMon,4_belly,ṭoŋ.34ʔ,ṭoŋ.34ʔ,,,Peiros2004a,,false,
Ruc-4_belly-1,,Ruc,4_belly,kəʔdəl.1,kəʔdəl.1,,,Peiros2004a,,false,
Arem-4_belly-1,,Arem,4_belly,pùŋ,pùŋ,,,Peiros2004a,,false,
KhaPhong-4_belly-1,,KhaPhong,4_belly,rɔc.33,rɔc.33,,,Peiros2004a,,false,
Malieng-4_belly-1,,Malieng,4_belly,ɣuəc.33,ɣuəc.33,,,Peiros2004a,,false,
ThavungSo-4_belly-1,,ThavungSo,4_belly,khaluŋ,khaluŋ,,,Peiros2004a,,false,
Thavung-4_belly-1,,Thavung,4_belly,khaʔ ʔan,khaʔ ʔan,,,Peiros2004a,,false,
Mang-4_belly-1,,Mang,4_belly,plut.55,plut.55,,,Peiros2004a,,false,
Paliu-4_belly-1,,Paliu,4_belly,puŋ.31 jhi.53,puŋ.31 jhi.53,,,Peiros2004a,,true,-2
Bugan-4_belly-1,,Bugan,4_belly,çɛ.33,çɛ.33,,,Peiros2004a,,true,MIAO
Khmu-4_belly-1,,Khmu,4_belly,ləpum,ləpum,,,Peiros2004a,,true,TAI
KxinhMul-4_belly-1,,KxinhMul,4_belly,ku.33,ku.33,,,Peiros2004a,,false,
Ksinmul-4_belly-1,,Ksinmul,4_belly,ku,ku,,,Peiros2004a,,false,
Khang-4_belly-1,,Khang,4_belly,puŋ.33,puŋ.33,,,Peiros2004a,,false,
Bit-4_belly-1,,Bit,4_belly,sərpo,sərpo,,,Peiros2004a,,false,
Mlabri-4_belly-1,,Mlabri,4_belly,puj,puj,,,Peiros2004a,,false,
Pray-4_belly-1,,Pray,4_belly,mphul,mphul,,,Peiros2004a,,false,
Phong-4_belly-1,,Phong,4_belly,pɨl,pɨl,,,Peiros2004a,,false,
Iduh-4_belly-1,,Iduh,4_belly,pûm,pûm,,,Peiros2004a,,true,TAI
Khamet-4_belly-1,,Khamet,4_belly,tən.31 ɛŋ.55,tən.31 ɛŋ.55,,,Peiros2004a,,false,
Shuangdiang-4_belly-1,,Shuangdiang,4_belly,gu.51 khlək.33,gu.51 khlək.33,,,Peiros2004a,,false,
Yongde-4_belly-1,,Yongde,4_belly,nai.31 khlap.55,nai.31 khlap.55,,,Peiros2004a,,false,
Pangpin-4_belly-1,,Pangpin,4_belly,khlək.31,khlək.31,,,Peiros2004a,,false,
Gantang-4_belly-1,,Gantang,4_belly,kaŋ.31 tu.33,kaŋ.31 tu.33,,,Peiros2004a,,false,
Mangan-4_belly-1,,Mangan,4_belly,khrək.33,khrək.33,,,Peiros2004a,,false,
Plang-4_belly-1,,Plang,4_belly,mak.31 kian.51,mak.31 kian.51,,,Peiros2004a,,false,
Wa-4_belly-1,,Wa,4_belly,vaik,vaik,,,Peiros2004a,,false,
Mane-4_belly-1,,Mane,4_belly,kəʔtəl.4,kəʔtəl.4,,,Peiros2004a,,false,
Deang-4_belly-1,,Deang,4_belly,vɛʔ,vɛʔ,,,Peiros2004a,,false,
Khasi-4_belly-1,,Khasi,4_belly,kupoh,kupoh,,,Peiros2004a,,false,
Kharia-4_belly-1,,Kharia,4_belly,laʒ,laʒ,,,Peiros2004a,,false,
Juang-4_belly-1,,Juang,4_belly,itib,itib,,,Peiros2004a,,false,
Bonda-4_belly-1,,Bonda,4_belly,sulɔi,sulɔi,,,Peiros2004a,,false,
Sora-4_belly-1,,Sora,4_belly,kəmpúŋ,kəmpúŋ,,,Peiros2004a,,false,
Santali-4_belly-1,,Santali,4_belly,laʒ,laʒ,,,Peiros2004a,,false,
Mundari-4_belly-1,,Mundari,4_belly,laʔi,laʔi,,,Peiros2004a,,false,
Korku-4_belly-1,,Korku,4_belly,laʒ,laʒ,,,Peiros2004a,,false,
Car-4_belly-1,,Car,4_belly,ac,ac,,,Peiros2004a,,false,
Nancawri-4_belly-1,,Nancawri,4_belly,wiaŋ,wiaŋ,,,Peiros2004a,,false,
Stieng-5_big-1,,Stieng,5_big,teh,teh,,,Peiros2004a,,false,
Chrau-5_big-1,,Chrau,5_big,maʔ,maʔ,,,Peiros2004a,,false,
MRolom-5_big-1,,MRolom,5_big,ram,ram,,,Peiros2004a,,false,
MBunong-5_big-1,,MBunong,5_big,tɔjh,tɔjh,,,Peiros2004a,,false,
MDip-5_big-1,,MDip,5_big,kwaŋ,kwaŋ,,,Peiros2004a,,false,
Ma1-5_big-1,,Ma1,5_big,dɨŋ,dɨŋ,,,Peiros2004a,,false,
Ma2-5_big-1,,Ma2,5_big,teh,teh,,,Peiros2004a,,false,
Sre-5_big-1,,Sre,5_big,dəŋ,dəŋ,,,Peiros2004a,,false,
KahoChil-5_big-1,,KahoChil,5_big,dəŋ,dəŋ,,,Peiros2004a,,false,
KorCua-5_big-1,,KorCua,5_big,kət,kət,,,Peiros2004a,,false,
Kadong-5_big-1,,Kadong,5_big,kən,kən,,,Peiros2004a,,false,
Hadang-5_big-1,,Hadang,5_big,kən,kən,,,Peiros2004a,,false,
Hre-5_big-1,,Hre,5_big,kan.L,kan.L,,,Peiros2004a,,false,
Rengao-5_big-1,,Rengao,5_big,kan.L,kan.L,,,Peiros2004a,,false,
Didra-5_big-1,,Didra,5_big,kən.L,kən.L,,,Peiros2004a,,false,
Sedang-5_big-1,,Sedang,5_big,kan.L,kan.L,,,Peiros2004a,,false,
Panong-5_big-1,,Panong,5_big,ʔmih,ʔmih,,,Peiros2004a,,false,
Halang-5_big-1,,Halang,5_big,tih.B,tih.B,,,Peiros2004a,,false,
Jeh-5_big-1,,Jeh,5_big,tih.L,tih.L,,,Peiros2004a,,false,
Veh-5_big-1,,Veh,5_big,mih,mih,,,Peiros2004a,,false,
Je-5_big-1,,Je,5_big,mi.35,mi.35,,,Peiros2004a,,false,
Arak-5_big-1,,Arak,5_big,təmih,təmih,,,Peiros2004a,,false,
Bahnar-5_big-1,,Bahnar,5_big,tih,tih,,,Peiros2004a,,false,
Tempuan-5_big-1,,Tempuan,5_big,tajh,tajh,,,Peiros2004a,,false,
Oy-5_big-1,,Oy,5_big,tih,tih,,,Peiros2004a,,false,
Nhaheun-5_big-1,,Nhaheun,5_big,tih,tih,,,Peiros2004a,,false,
Jru-5_big-1,,Jru,5_big,tih,tih,,,Peiros2004a,,false,
Tariang-5_big-1,,Tariang,5_big,tənɔ,tənɔ,,,Peiros2004a,,false,
Kantu-5_big-1,,Kantu,5_big,pəʔ,pəʔ,,,Peiros2004a,,false,
Katu-5_big-1,,Katu,5_big,pəʔ jal,pəʔ jal,,,Peiros2004a,,false,
Dakkang-5_big-1,,Dakkang,5_big,tɛl,tɛl,,,Peiros2004a,,false,
LaoKatu-5_big-1,,LaoKatu,5_big,upoʔ,upoʔ,,,Peiros2004a,,false,
Pakoh-5_big-1,,Pakoh,5_big,pɨʔ,pɨʔ,,,Peiros2004a,,false,
Taoih-5_big-1,,Taoih,5_big,crəih,crəih,,,Peiros2004a,,false,
Ong-5_big-1,,Ong,5_big,kərɔjh,kərɔjh,,,Peiros2004a,,false,
Taoi-5_big-1,,Taoi,5_big,krɨjc.A,krɨjc.A,,,Peiros2004a,,false,
Nge-5_big-1,,Nge,5_big,krɨjh,krɨjh,,,Peiros2004a,,false,
Kui-5_big-1,,Kui,5_big,phɨt.B,phɨt.B,,,Peiros2004a,,false,
Neu-5_big-1,,Neu,5_big,po,po,,,Peiros2004a,,false,
Bru-5_big-1,,Bru,5_big,pɨŋ.B,pɨŋ.B,,,Peiros2004a,,false,
BruVK-5_big-1,,BruVK,5_big,put,put,,,Peiros2004a,,false,
Mak-5_big-1,,Mak,5_big,pɨət,pɨət,,,Peiros2004a,,false,
So-5_big-1,,So,5_big,put,put,,,Peiros2004a,,false,
Tri-5_big-1,,Tri,5_big,put,put,,,Peiros2004a,,false,
Nyakur-5_big-1,,Nyakur,5_big,ʔəto.1,ʔəto.1,,,Peiros2004a,,false,
Mon-5_big-1,,Mon,5_big,ʒnok,ʒnok,,,Peiros2004a,,false,
Semelai-5_big-1,,Semelai,5_big,thəj,thəj,,,Peiros2004a,,false,
SemoqBeri-5_big-1,,SemoqBeri,5_big,lawɔs,lawɔs,,,Peiros2004a,,false,
Kensiw-5_big-1,,Kensiw,5_big,təbeʔ,təbeʔ,,,Peiros2004a,,true,TEM
Jahai-5_big-1,,Jahai,5_big,bəw,bəw,,,Peiros2004a,,false,
JahHut-5_big-1,,JahHut,5_big,mənaʔ,mənaʔ,,,Peiros2004a,,false,
Semai-5_big-1,,Semai,5_big,ntoj,ntoj,,,Peiros2004a,,false,
Temiar-5_big-1,,Temiar,5_big,mənuʔ,mənuʔ,,,Peiros2004a,,false,
Khmer-5_big-1,,Khmer,5_big,dhaom,dhaom,,,Peiros2004a,,false,
KSurin-5_big-1,,KSurin,5_big,thom,thom,,,Peiros2004a,,false,
ChongH-5_big-1,,ChongH,5_big,tak.A,tak.A,,,Peiros2004a,,false,
Chong-5_big-1,,Chong,5_big,tak.A,tak.A,,,Peiros2004a,,false,
Kasong-5_big-1,,Kasong,5_big,tak.A,tak.A,,,Peiros2004a,,false,
Samre-5_big-1,,Samre,5_big,kɨt.A,kɨt.A,,,Peiros2004a,,false,
PhongV-5_big-1,,PhongV,5_big,ne.21,ne.21,,,Peiros2004a,,false,
Tuum-5_big-1,,Tuum,5_big,ni.21,ni.21,,,Peiros2004a,,false,
Liha-5_big-1,,Liha,5_big,ne.31,ne.31,,,Peiros2004a,,false,
Cuoi-5_big-1,,Cuoi,5_big,bew.31,bew.31,,,Peiros2004a,,false,
Vietnamese-5_big-1,,Vietnamese,5_big,lớn,lớn,,,Peiros2004a,,true,TAI?
MuongKoi-5_big-1,,MuongKoi,5_big,tɔ.2,tɔ.2,,,Peiros2004a,,false,
ThoMon-5_big-1,,ThoMon,5_big,baw.34ʔ,baw.34ʔ,,,Peiros2004a,,false,
Ruc-5_big-1,,Ruc,5_big,məam.2,məam.2,,,Peiros2004a,,false,
Arem-5_big-1,,Arem,5_big,katɛh,katɛh,,,Peiros2004a,,false,
KhaPhong-5_big-1,,KhaPhong,5_big,ki.B,ki.B,,,Peiros2004a,,false,
Malieng-5_big-1,,Malieng,5_big,ki.51ʔ,ki.51ʔ,,,Peiros2004a,,false,
ThavungSo-5_big-1,,ThavungSo,5_big,ʔih.1,ʔih.1,,,Peiros2004a,,false,
Mang-5_big-1,,Mang,5_big,toʔ.31,toʔ.31,,,Peiros2004a,,false,
Paliu-5_big-1,,Paliu,5_big,thau.13,thau.13,,,Peiros2004a,,false,
Bugan-5_big-1,,Bugan,5_big,thɔ.31,thɔ.31,,,Peiros2004a,,false,
Khmu-5_big-1,,Khmu,5_big,hnam,hnam,,,Peiros2004a,,false,
KxinhMul-5_big-1,,KxinhMul,5_big,ɲə.45,ɲə.45,,,Peiros2004a,,true,TAI
Ksinmul-5_big-1,,Ksinmul,5_big,do,do,,,Peiros2004a,,false,
Khang-5_big-1,,Khang,5_big,lɨŋ.45,lɨŋ.45,,,Peiros2004a,,true,TAI
Bit-5_big-1,,Bit,5_big,neŋ ,neŋ,,,Peiros2004a,,false,
Mlabri-5_big-1,,Mlabri,5_big,diŋ,diŋ,,,Peiros2004a,,false,
Pray-5_big-1,,Pray,5_big,cɔŋ,cɔŋ,,,Peiros2004a,,false,
Phong-5_big-1,,Phong,5_big,ru,ru,,,Peiros2004a,,false,
Iduh-5_big-1,,Iduh,5_big,təp,təp,,,Peiros2004a,,true,TAI
Hu-5_big-1,,Hu,5_big,nteŋ.33,nteŋ.33,,,Peiros2004a,,false,
Khamet-5_big-1,,Khamet,5_big,vɔ.55,vɔ.55,,,Peiros2004a,,false,
Khme-5_big-1,,Khme,5_big,vɔ.33,vɔ.33,,,Peiros2004a,,false,
Shuangdiang-5_big-1,,Shuangdiang,5_big,ʔat.33,ʔat.33,,,Peiros2004a,,false,
Yongde-5_big-1,,Yongde,5_big,ʔat.55,ʔat.55,,,Peiros2004a,,false,
Pangpin-5_big-1,,Pangpin,5_big,ʔat.55,ʔat.55,,,Peiros2004a,,false,
Gantang-5_big-1,,Gantang,5_big,ʔat.55,ʔat.55,,,Peiros2004a,,false,
Mangan-5_big-1,,Mangan,5_big,at.55,at.55,,,Peiros2004a,,false,
Plang-5_big-1,,Plang,5_big,hɔn.51,hɔn.51,,,Peiros2004a,,false,
Wa-5_big-1,,Wa,5_big,tiŋ.B,tiŋ.B,,,Peiros2004a,,false,
Guanshuang-5_big-1,,Guanshuang,5_big,tiŋ.2,tiŋ.2,,,Peiros2004a,,false,
Mane-5_big-1,,Mane,5_big,hɔn.35,hɔn.35,,,Peiros2004a,,false,
Deang-5_big-1,,Deang,5_big,daŋ,daŋ,,,Peiros2004a,,false,
Rumai-5_big-1,,Rumai,5_big,diaŋ.412,diaŋ.412,,,Peiros2004a,,false,
Khasi-5_big-1,,Khasi,5_big,khraw,khraw,,,Peiros2004a,,false,
Juang-5_big-1,,Juang,5_big,kuba,kuba,,,Peiros2004a,,false,
Bonda-5_big-1,,Bonda,5_big,munaʔ,munaʔ,,,Peiros2004a,,false,
Sora-5_big-1,,Sora,5_big,suda,suda,,,Peiros2004a,,false,
Parengi-5_big-1,,Parengi,5_big,lupu,lupu,,,Peiros2004a,,false,
Santali-5_big-1,,Santali,5_big,maraŋ,maraŋ,,,Peiros2004a,,false,
Mundari-5_big-1,,Mundari,5_big,maraŋ,maraŋ,,,Peiros2004a,,false,
Korku-5_big-1,,Korku,5_big,khad,khad,,,Peiros2004a,,false,
Car-5_big-1,,Car,5_big,ki-Rəŋ,ki-Rəŋ,,,Peiros2004a,,false,
Nancawri-5_big-1,,Nancawri,5_big,karúʔ,karúʔ,,,Peiros2004a,,false,
Pakoh-5_big-2,,Pakoh,5_big,krih,krih,,,Peiros2004a,,false,
Stieng-6_bird-1,,Stieng,6_bird,com,com,,,Peiros2004a,,false,
Chrau-6_bird-1,,Chrau,6_bird,sum,sum,,,Peiros2004a,,false,
MRolom-6_bird-1,,MRolom,6_bird,sɨm,sɨm,,,Peiros2004a,,false,
MBunong-6_bird-1,,MBunong,6_bird,sim,sim,,,Peiros2004a,,false,
MDip-6_bird-1,,MDip,6_bird,sɨm,sɨm,,,Peiros2004a,,false,
Ma1-6_bird-1,,Ma1,6_bird,cim,cim,,,Peiros2004a,,false,
Ma2-6_bird-1,,Ma2,6_bird,sim,sim,,,Peiros2004a,,false,
Sre-6_bird-1,,Sre,6_bird,sem,sem,,,Peiros2004a,,false,
KahoChil-6_bird-1,,KahoChil,6_bird,sem,sem,,,Peiros2004a,,false,
KorCua-6_bird-1,,KorCua,6_bird,sep,sep,,,Peiros2004a,,false,
Kadong-6_bird-1,,Kadong,6_bird,cem,cem,,,Peiros2004a,,false,
Hadang-6_bird-1,,Hadang,6_bird,cim,cim,,,Peiros2004a,,false,
Hre-6_bird-1,,Hre,6_bird,cim.L,cim.L,,,Peiros2004a,,false,
Rengao-6_bird-1,,Rengao,6_bird,cim.L,cim.L,,,Peiros2004a,,false,
Didra-6_bird-1,,Didra,6_bird,cibm.L,cibm.L,,,Peiros2004a,,false,
Sedang-6_bird-1,,Sedang,6_bird,cem.L,cem.L,,,Peiros2004a,,false,
Panong-6_bird-1,,Panong,6_bird,kasip,kasip,,,Peiros2004a,,false,
Halang-6_bird-1,,Halang,6_bird,cim,cim,,,Peiros2004a,,false,
Jeh-6_bird-1,,Jeh,6_bird,cim,cim,,,Peiros2004a,,false,
Veh-6_bird-1,,Veh,6_bird,cem,cem,,,Peiros2004a,,false,
Je-6_bird-1,,Je,6_bird,cɛp.31,cɛp.31,,,Peiros2004a,,false,
Arak-6_bird-1,,Arak,6_bird,cem,cem,,,Peiros2004a,,false,
Bahnar-6_bird-1,,Bahnar,6_bird,sɛm,sɛm,,,Peiros2004a,,false,
Tempuan-6_bird-1,,Tempuan,6_bird,sem,sem,,,Peiros2004a,,false,
Oy-6_bird-1,,Oy,6_bird,cem,cem,,,Peiros2004a,,false,
Nhaheun-6_bird-1,,Nhaheun,6_bird,cem,cem,,,Peiros2004a,,false,
Jru-6_bird-1,,Jru,6_bird,cem,cem,,,Peiros2004a,,false,
Tariang-6_bird-1,,Tariang,6_bird,cem,cem,,,Peiros2004a,,false,
Kantu-6_bird-1,,Kantu,6_bird,ʔacim,ʔacim,,,Peiros2004a,,false,
Katu-6_bird-1,,Katu,6_bird,ʔəcim,ʔəcim,,,Peiros2004a,,false,
Dakkang-6_bird-1,,Dakkang,6_bird,bɔŋ par,bɔŋ par,,,Peiros2004a,,false,
LaoKatu-6_bird-1,,LaoKatu,6_bird,aciʔ,aciʔ,,,Peiros2004a,,false,
Pakoh-6_bird-1,,Pakoh,6_bird,ʔəceʔ.T,ʔəceʔ.T,,,Peiros2004a,,false,
Taoih-6_bird-1,,Taoih,6_bird,aceʔ.T,aceʔ.T,,,Peiros2004a,,false,
Ong-6_bird-1,,Ong,6_bird,kajlem,kajlem,,,Peiros2004a,,false,
Taoi-6_bird-1,,Taoi,6_bird,ləmbɛc.A,ləmbɛc.A,,,Peiros2004a,,false,
Nge-6_bird-1,,Nge,6_bird,cem,cem,,,Peiros2004a,,false,
Kui-6_bird-1,,Kui,6_bird,cɛm.N,cɛm.N,,,Peiros2004a,,false,
